filename,polarity,subjectivity
AWS-aw-01mf.txt,0.82,0.0
AWS-aw-018m.txt,0.7,0.0
AWS-aw-019i.txt,1.0,0.0
AWS-aw-03tf.txt,0.1379310344827586,0.2413793103448276
AWS-aw-01oy.txt,0.5384615384615384,0.15384615384615385
AWS-aw-01lb.txt,0.2846153846153846,0.07692307692307693
AWS-aw-01o8.txt,1.0,0.0
AWS-aw-01mq.txt,0.006666666666666672,0.06666666666666667
AWS-aw-01m0.txt,0.35500000000000004,0.2
AWS-aw-01nj.txt,0.676923076923077,0.07692307692307693
AWS-aw-04ss.txt,0.3297297297297297,0.02702702702702703
AWS-aw-018z.txt,0.0,1.0
AWS-aw-03wj.txt,0.5794117647058824,0.0
AWS-aw-03t0.txt,0.3375,0.375
AWS-aw-01lu.txt,0.54,0.0
AWS-aw-01on.txt,-0.7,0.0
AWS-aw-01l4.txt,0.3757575757575757,0.17575757575757575
AWS-aw-01ae.txt,0.7222222222222222,0.05555555555555555
AWS-aw-017u.txt,0.9,0.0
AWS-aw-014n.txt,0.35,0.26
AWS-aw-015j.txt,1.0,0.0
AWS-aw-03yv.txt,0.14642857142857144,0.1285714285714286
AWS-aw-01a3.txt,0.8666666666666666,0.08333333333333333
AWS-aw-01ar.txt,0.59375,0.1875
AWS-aw-014y.txt,0.2916666666666667,0.16666666666666666
AWS-aw-0148.txt,0.6900000000000001,0.0
AWS-aw-016f.txt,0.0,0.1111111111111111
AWS-aw-01cm.txt,0.5222222222222223,0.0
AWS-aw-04kb.txt,0.240625,0.18125
AWS-aw-01td.txt,0.41904761904761906,0.0380952380952381
AWS-aw-039k.txt,0.7714285714285715,0.14285714285714285
register.txt,0.4177619342839434,0.012647241165530069
AWS-aw-04ku.txt,0.4266666666666667,0.13333333333333333
AWS-aw-04k4.txt,0.23687499999999995,0.1275
AWS-aw-03m2.txt,0.2333333333333333,0.0
AWS-aw-01uw.txt,0.13571428571428573,0.21428571428571427
AWS-aw-03ms.txt,0.4233333333333333,0.0
AWS-aw-01vl.txt,0.4022727272727273,0.21818181818181817
AWS-aw-03ol.txt,0.18249999999999997,0.0
AWS-aw-01ts.txt,0.37222222222222223,0.0
AWS-aw-03lw.txt,0.0,0.0
AWS-aw-01wh.txt,0.21153846153846154,0.06153846153846154
AWS-aw-0376.txt,0.7,0.0
AWS-aw-03ag.txt,1.0,0.0
AWS-aw-0410.txt,-0.0975609756097561,0.13658536585365852
AWS-aw-03cx.txt,0.5596774193548387,0.09032258064516129
AWS-aw-01xg.txt,0.20869565217391303,0.2463768115942029
AWS-aw-043n.txt,0.4416666666666667,0.0
AWS-aw-0362.txt,0.45135135135135135,0.08108108108108109
AWS-aw-04fe.txt,1.0,0.0
AWS-aw-036s.txt,0.09545454545454544,0.16363636363636364
AWS-aw-03ap.txt,0.85,0.0
AWS-aw-01y5.txt,0.5725,0.13999999999999999
AWS-aw-03a1.txt,1.0,0.0
AWS-aw-01x1.txt,0.47419354838709676,0.1935483870967742
AWS-aw-03co.txt,0.1846153846153846,0.15384615384615385
AWS-aw-01xp.txt,0.8526315789473684,0.10526315789473684
AWS-aw-036d.txt,-0.10000000000000002,0.0
AWS-aw-05lf.txt,0.58125,0.0625
AWS-aw-00rd.txt,0.3911764705882353,0.047058823529411764
AWS-aw-059m.txt,0.16875,0.1875
AWS-aw-058i.txt,0.4625,0.225
AWS-aw-02kd.txt,0.409375,0.0625
AWS-aw-05n8.txt,0.45937500000000003,0.0625
AWS-aw-05mb.txt,0.5307692307692308,0.0
AWS-aw-05ny.txt,0.13333333333333333,0.2
AWS-aw-05oj.txt,0.17941176470588235,0.1411764705882353
AWS-aw-05lq.txt,0.11923076923076924,0.07692307692307693
AWS-aw-059z.txt,0.4697368421052631,0.10526315789473684
AWS-aw-00r2.txt,0.45320512820512815,0.0641025641025641
AWS-aw-02jw.txt,0.9,0.0
AWS-aw-00rs.txt,0.26,0.18666666666666665
AWS-aw-02j6.txt,0.8400000000000001,0.08
AWS-aw-00pl.txt,0.4025,0.05
AWS-aw-00s6.txt,0.49166666666666675,0.08958333333333333
AWS-aw-02ks.txt,0.4059701492537312,0.13134328358208958
AWS-aw-00sw.txt,0.34375,0.15833333333333333
AWS-aw-02k2.txt,0.32786885245901637,0.239344262295082
AWS-aw-05m4.txt,0.85,0.0
AWS-aw-05nn.txt,-0.020000000000000018,0.13333333333333333
AWS-aw-05mu.txt,0.3833333333333333,0.0
AWS-aw-023h.txt,0.24000000000000005,0.08
AWS-aw-055n.txt,1.0,0.0
AWS-aw-02fc.txt,0.33999999999999997,0.2
AWS-aw-02gg.txt,0.13,0.27999999999999997
AWS-aw-057q.txt,-0.16666666666666666,0.06666666666666667
AWS-aw-05bz.txt,0.0,0.0
AWS-aw-05aa.txt,0.0070512820512820375,0.07179487179487179
AWS-aw-022l.txt,1.0,0.0
AWS-aw-05ci.txt,0.42857142857142855,0.0
AWS-aw-0558.txt,0.48571428571428565,0.047619047619047616
AWS-aw-056b.txt,0.27499999999999997,0.06666666666666667
AWS-aw-055y.txt,0.35,0.12391304347826088
AWS-aw-057f.txt,0.0,0.0
AWS-aw-05av.txt,-0.0380952380952381,0.2857142857142857
AWS-aw-05a7.txt,-0.029166666666666674,0.1708333333333333
AWS-aw-05bm.txt,0.22708333333333333,0.06904761904761905
AWS-aw-00jb.txt,0.2778846153846154,0.21538461538461537
AWS-aw-00i8.txt,0.43846153846153846,0.13846153846153847
AWS-aw-00iy.txt,0.2604166666666667,0.15833333333333333
AWS-aw-00kf.txt,0.0391304347826087,0.20869565217391303
AWS-aw-02py.txt,0.925,0.0
AWS-aw-02p8.txt,0.4227941176470588,0.029411764705882353
AWS-aw-00in.txt,0.14035087719298242,0.09824561403508772
AWS-aw-00j4.txt,0.2793478260869566,0.0782608695652174
AWS-aw-05tw.txt,0.0,0.0
AWS-aw-05vh.txt,0.175,0.25
AWS-aw-05u2.txt,0.26842105263157895,0.05263157894736842
AWS-aw-00k0.txt,0.5666666666666667,0.3333333333333333
AWS-aw-00hj.txt,0.6190476190476188,0.13333333333333333
AWS-aw-00kq.txt,0.24666666666666667,0.06666666666666667
AWS-aw-02pn.txt,0.25754716981132075,0.21509433962264154
AWS-aw-00ez.txt,0.3419354838709677,0.09032258064516129
AWS-aw-003j.txt,0.1559322033898305,0.0983050847457627
AWS-aw-000q.txt,0.08472222222222224,0.18333333333333332
AWS-aw-002n.txt,0.12826086956521737,0.2782608695652174
AWS-aw-0014.txt,0.2806451612903226,0.16774193548387098
AWS-aw-001u.txt,0.13571428571428573,0.23333333333333334
AWS-aw-00ge.txt,0.2769230769230769,0.10384615384615385
AWS-aw-00fv.txt,0.6230769230769231,0.15384615384615385
AWS-aw-00em.txt,0.07999999999999999,0.0
AWS-aw-05xt.txt,0.2333333333333333,0.0
AWS-aw-000f.txt,0.26153846153846155,0.23076923076923078
AWS-aw-001b.txt,0.2760869565217391,0.07826086956521738
AWS-aw-0028.txt,0.09999999999999998,0.25
AWS-aw-002y.txt,0.5140624999999999,0.125
AWS-aw-00gr.txt,0.1894736842105263,0.2631578947368421
AWS-aw-00g3.txt,0.3655555555555555,0.26222222222222225
AWS-aw-00di.txt,0.8875,0.0
AWS-aw-002x.txt,0.8916666666666666,0.0
AWS-aw-0029.txt,-0.0625,0.0625
AWS-aw-001c.txt,0.6000000000000001,0.0
AWS-aw-00dh.txt,0.29545454545454547,0.03636363636363637
AWS-aw-00g2.txt,0.4999999999999999,0.1380952380952381
AWS-aw-00gs.txt,0.7714285714285715,0.14285714285714285
AWS-aw-00f6.txt,0.45624999999999993,0.21000000000000002
AWS-aw-00el.txt,0.675,0.0
AWS-aw-05x4.txt,0.59375,0.0
AWS-aw-000g.txt,0.0890625,0.15
AWS-aw-001t.txt,0.013333333333333348,0.1847619047619048
AWS-aw-0015.txt,0.2569444444444444,0.26666666666666666
AWS-aw-002o.txt,0.10625,0.125
AWS-aw-00gd.txt,0.6266666666666666,0.060000000000000005
AWS-aw-000p.txt,0.043750000000000025,0.125
AWS-aw-003k.txt,0.122,0.16
AWS-aw-0001.txt,0.175,0.0
AWS-aw-05vi.txt,0.6,0.0
AWS-aw-02po.txt,0.21346153846153842,0.03461538461538462
AWS-aw-00kp.txt,0.8571428571428571,0.14285714285714285
AWS-aw-00hk.txt,0.42857142857142855,0.14285714285714285
AWS-aw-00k1.txt,-0.325,0.25
AWS-aw-00jt.txt,0.675,0.25
AWS-aw-02rp.txt,0.5222222222222221,0.05555555555555555
AWS-aw-00j5.txt,0.13378378378378378,0.23243243243243242
AWS-aw-00io.txt,0.12375,0.05
AWS-aw-05wm.txt,-0.0030303030303029995,0.06060606060606061
AWS-aw-02p9.txt,0.2536585365853658,0.04878048780487805
AWS-aw-02px.txt,0.1972972972972973,0.12972972972972974
AWS-aw-00kg.txt,0.1647058823529412,0.17058823529411765
AWS-aw-00ix.txt,0.19054054054054056,0.1027027027027027
AWS-aw-00i9.txt,0.19999999999999998,0.125
AWS-aw-00jc.txt,0.26875000000000004,0.11666666666666665
AWS-aw-05wz.txt,1.0,0.0
AWS-aw-057g.txt,1.0,0.0
AWS-aw-05bl.txt,1.0,0.0
AWS-aw-05a6.txt,0.12129629629629629,0.27222222222222225
AWS-aw-022z.txt,0.2443396226415094,0.1773584905660377
AWS-aw-05aw.txt,0.6647058823529411,0.10588235294117647
AWS-aw-05ch.txt,1.0,0.0
